Cal_yrs_BP,RSL
1550,0.566239558
1551,0.567305809
1552,0.56837206
1553,0.56943831
1554,0.570504561
1555,0.571570811
1556,0.572637062
1557,0.573703313
1558,0.574769563
1559,0.575835814
1560,0.576902064
1561,0.577968315
1562,0.579034566
1563,0.580100816
1564,0.581167067
1565,0.582233317
1566,0.583299568
1567,0.584365819
1568,0.585432069
1569,0.58649832
1570,0.58756457
1571,0.588630821
1572,0.589697072
1573,0.590763322
1574,0.591829573
1575,0.592895823
1576,0.593962074
1577,0.595028325
1578,0.596094575
1579,0.597160826
1580,0.598227076
1581,0.599293327
1582,0.600359578
1583,0.601425828
1584,0.602492079
1585,0.603558329
1586,0.60462458
1587,0.605690831
1588,0.606757081
1589,0.607823332
1590,0.608889582
1591,0.609955833
1592,0.611022084
1593,0.612088334
1594,0.613154585
1595,0.614220835
1596,0.615287086
1597,0.616353337
1598,0.617419587
1599,0.618485838
1600,0.619552088
1601,0.620618339
1602,0.62168459
1603,0.62275084
1604,0.623817091
1605,0.624883341
1606,0.625949592
1607,0.627015843
1608,0.628082093
1609,0.629148344
1610,0.630214594
1611,0.631280845
1612,0.632347096
1613,0.633413346
1614,0.634479597
1615,0.635545847
1616,0.636612098
1617,0.637678349
1618,0.638744599
1619,0.63981085
1620,0.6408771
1621,0.641943351
1622,0.643009602
1623,0.644075852
1624,0.645142103
1625,0.646208353
1626,0.647274604
1627,0.648340855
1628,0.649407105
1629,0.650473356
1630,0.651539606
1631,0.652605857
1632,0.653672108
1633,0.654738358
1634,0.655804609
1635,0.656870859
1636,0.65793711
1637,0.659003361
1638,0.660069611
1639,0.661135862
1640,0.662202112
1641,0.663268363
1642,0.664334614
1643,0.665400864
1644,0.666467115
1645,0.667533365
1646,0.668599616
1647,0.669665867
1648,0.670732117
1649,0.671798368
1650,0.672864618
1651,0.673930869
1652,0.67499712
1653,0.67606337
1654,0.677129621
1655,0.678195871
1656,0.679262122
1657,0.680328373
1658,0.681394623
1659,0.682460874
1660,0.683527124
1661,0.684593375
1662,0.685659626
1663,0.686725876
1664,0.687792127
1665,0.688858377
1666,0.689924628
1667,0.690990879
1668,0.692057129
1669,0.69312338
1670,0.69418963
1671,0.695255881
1672,0.696322132
1673,0.697388382
1674,0.698454633
1675,0.699520883
1676,0.700587134
1677,0.701653385
1678,0.702719635
1679,0.703785886
1680,0.704852136
1681,0.705918387
1682,0.706984638
1683,0.708050888
1684,0.709117139
1685,0.710183389
1686,0.71124964
1687,0.712315891
1688,0.713382141
1689,0.714448392
1690,0.715514642
1691,0.716580893
1692,0.717647144
1693,0.718713394
1694,0.719779645
1695,0.720845895
1696,0.721912146
1697,0.722978397
1698,0.724044647
1699,0.725110898
1700,0.726177148
1701,0.727243399
1702,0.72830965
1703,0.7293759
1704,0.730442151
1705,0.731508401
1706,0.732574652
1707,0.733640903
1708,0.734707153
1709,0.735773404
1710,0.736839654
1711,0.737905905
1712,0.738972156
1713,0.740038406
1714,0.741104657
1715,0.742170907
1716,0.743237158
1717,0.744303409
1718,0.745369659
1719,0.74643591
1720,0.74750216
1721,0.748568411
1722,0.749634662
1723,0.750700912
1724,0.751767163
1725,0.752833413
1726,0.753899664
1727,0.754965915
1728,0.756032165
1729,0.757098416
1730,0.758164666
1731,0.759230917
1732,0.760297168
1733,0.761363418
1734,0.762429669
1735,0.763495919
1736,0.76456217
1737,0.765628421
1738,0.766694671
1739,0.767760922
1740,0.768827172
1741,0.769893423
1742,0.770959674
1743,0.772025924
1744,0.773092175
1745,0.774158425
1746,0.775224676
1747,0.776290927
1748,0.777357177
1749,0.778423428
1750,0.779489678
1751,0.780555929
1752,0.78162218
1753,0.78268843
1754,0.783754681
1755,0.784820931
1756,0.785887182
1757,0.786953433
1758,0.788019683
1759,0.789085934
1760,0.790152184
1761,0.791218435
1762,0.792284686
1763,0.793350936
1764,0.794417187
1765,0.795483437
1766,0.796549688
1767,0.797615939
1768,0.798682189
1769,0.79974844
1770,0.80081469
1771,0.801880941
1772,0.802947192
1773,0.804013442
1774,0.805079693
1775,0.806145943
1776,0.807212194
1777,0.808278445
1778,0.809344695
1779,0.810410946
1780,0.811477196
1781,0.812543447
1782,0.813609698
1783,0.814675948
1784,0.815742199
1785,0.816808449
1786,0.8178747
1787,0.818940951
1788,0.820007201
1789,0.821073452
1790,0.822139702
1791,0.823205953
1792,0.824272204
1793,0.825338454
1794,0.826404705
1795,0.827470955
1796,0.828537206
1797,0.829603457
1798,0.830669707
1799,0.831735958
1800,0.832802208
1801,0.833868459
1802,0.83493471
1803,0.83600096
1804,0.837067211
1805,0.838133461
1806,0.839199712
1807,0.840265963
1808,0.841332213
1809,0.842398464
1810,0.843464714
1811,0.844530965
1812,0.845597216
1813,0.846663466
1814,0.847729717
1815,0.848795967
1816,0.849862218
1817,0.850928469
1818,0.851994719
1819,0.85306097
1820,0.85412722
1821,0.855193471
1822,0.856259722
1823,0.857325972
1824,0.858392223
1825,0.859458473
1826,0.860524724
1827,0.861590975
1828,0.862657225
1829,0.863723476
1830,0.864789726
1831,0.865855977
1832,0.866922228
1833,0.867988478
1834,0.869054729
1835,0.870120979
1836,0.87118723
1837,0.872253481
1838,0.873319731
1839,0.874385982
1840,0.875452232
1841,0.876518483
1842,0.877584734
1843,0.878650984
1844,0.879717235
1845,0.880783485
1846,0.881849736
1847,0.882915987
1848,0.883982237
1849,0.885048488
1850,0.886114738
1851,0.887180989
1852,0.88824724
1853,0.88931349
1854,0.890379741
1855,0.891445991
1856,0.892512242
1857,0.893578493
1858,0.894644743
1859,0.895710994
1860,0.896777244
1861,0.897843495
1862,0.898909746
1863,0.899975996
1864,0.901042247
1865,0.902108497
1866,0.903174748
1867,0.904240999
1868,0.905307249
1869,0.9063735
1870,0.90743975
1871,0.908506001
1872,0.909572252
1873,0.910638502
1874,0.911704753
1875,0.912771003
1876,0.913837254
1877,0.914903505
1878,0.915969755
1879,0.917036006
1880,0.918102256
1881,0.919168507
1882,0.920234758
1883,0.921301008
1884,0.922367259
1885,0.923433509
1886,0.92449976
1887,0.925566011
1888,0.926632261
1889,0.927698512
1890,0.928764762
1891,0.929831013
1892,0.930897264
1893,0.931963514
1894,0.933029765
1895,0.934096015
1896,0.935162266
1897,0.936228517
1898,0.937294767
1899,0.938361018
1900,0.939427268
1901,0.940493519
1902,0.94155977
1903,0.94262602
1904,0.943692271
1905,0.944758521
1906,0.945824772
1907,0.946891023
1908,0.947957273
1909,0.949023524
1910,0.950089774
1911,0.951156025
1912,0.952222276
1913,0.953288526
1914,0.954354777
1915,0.955421027
1916,0.956487278
1917,0.957553529
1918,0.958619779
1919,0.95968603
1920,0.96075228
1921,0.961818531
1922,0.962884782
1923,0.963951032
1924,0.965017283
1925,0.966083533
1926,0.967149784
1927,0.968216035
1928,0.969282285
1929,0.970348536
1930,0.971414786
1931,0.972481037
1932,0.973547288
1933,0.974613538
1934,0.975679789
1935,0.976746039
1936,0.97781229
1937,0.978878541
1938,0.979944791
1939,0.981011042
1940,0.982077292
1941,0.983143543
1942,0.984209794
1943,0.985276044
1944,0.986342295
1945,0.987408545
1946,0.988474796
1947,0.989541047
1948,0.990607297
1949,0.991673548
1950,0.992739798
1951,0.993806049
1952,0.9948723
1953,0.99593855
1954,0.997004801
1955,0.998071051
1956,0.999137302
1957,1.000203553
1958,1.001269803
1959,1.002336054
1960,1.003402304
1961,1.004468555
1962,1.005534806
1963,1.006601056
1964,1.007667307
1965,1.008733557
1966,1.009799808
1967,1.010866059
1968,1.011932309
1969,1.01299856
1970,1.01406481
1971,1.015131061
1972,1.016197312
1973,1.017263562
1974,1.018329813
1975,1.019396063
1976,1.020462314
1977,1.021528565
1978,1.022594815
1979,1.023661066
1980,1.024727316
1981,1.025793567
1982,1.026859818
1983,1.027926068
1984,1.028992319
1985,1.030058569
1986,1.03112482
1987,1.032191071
1988,1.033257321
1989,1.034323572
1990,1.035389822
1991,1.036456073
1992,1.037522324
1993,1.038588574
1994,1.039654825
1995,1.040721075
1996,1.041787326
1997,1.042853577
1998,1.043919827
1999,1.044986078
2000,1.046052328
2001,1.047118579
2002,1.04818483
2003,1.04925108
2004,1.050317331
2005,1.051383581
2006,1.052449832
2007,1.053516083
2008,1.054582333
2009,1.055648584
2010,1.056714834
2011,1.057781085
2012,1.058847336
2013,1.059913586
2014,1.060979837
2015,1.062046087
2016,1.063112338
2017,1.064178589
2018,1.065244839
2019,1.06631109
2020,1.06737734
2021,1.068443591
2022,1.069509842
2023,1.070576092
2024,1.071642343
2025,1.072708593
2026,1.073774844
2027,1.074841095
2028,1.075907345
2029,1.076973596
2030,1.078039846
2031,1.079106097
2032,1.080172348
2033,1.081238598
2034,1.082304849
2035,1.083371099
2036,1.08443735
2037,1.085503601
2038,1.086569851
2039,1.087636102
2040,1.088702352
2041,1.089768603
2042,1.090834854
2043,1.091901104
2044,1.092967355
2045,1.094033605
2046,1.095099856
2047,1.096166107
2048,1.097232357
2049,1.098298608
2050,1.099364858
2051,1.100431109
2052,1.10149736
2053,1.10256361
2054,1.103629861
2055,1.104696111
2056,1.105762362
2057,1.106828613
2058,1.107894863
2059,1.108961114
2060,1.110027364
2061,1.111093615
2062,1.112159866
2063,1.113226116
2064,1.114292367
2065,1.115358617
2066,1.116424868
2067,1.117491119
2068,1.118557369
2069,1.11962362
2070,1.12068987
2071,1.121756121
2072,1.122822372
2073,1.123888622
2074,1.124954873
2075,1.126021123
2076,1.127087374
2077,1.128153625
2078,1.129219875
2079,1.130286126
2080,1.131352376
2081,1.132418627
2082,1.133484878
2083,1.134551128
2084,1.135617379
2085,1.136683629
2086,1.13774988
2087,1.138816131
2088,1.139882381
2089,1.140948632
2090,1.142014882
2091,1.143081133
2092,1.144147384
2093,1.145213634
2094,1.146279885
2095,1.147346135
2096,1.148412386
2097,1.149478637
2098,1.150544887
2099,1.151611138
2100,1.152677388
2101,1.153743639
2102,1.15480989
2103,1.15587614
2104,1.156942391
2105,1.158008641
2106,1.159074892
2107,1.160141143
2108,1.161207393
2109,1.162273644
2110,1.163339894
2111,1.164406145
2112,1.165472396
2113,1.166538646
2114,1.167604897
2115,1.168671147
2116,1.169737398
2117,1.170803649
2118,1.171869899
2119,1.17293615
2120,1.1740024
2121,1.175068651
2122,1.176134902
2123,1.177201152
2124,1.178267403
2125,1.179333653
2126,1.180399904
2127,1.181466155
2128,1.182532405
2129,1.183598656
2130,1.184664906
2131,1.185731157
2132,1.186797408
2133,1.187863658
2134,1.188929909
2135,1.189996159
2136,1.19106241
2137,1.192128661
2138,1.193194911
2139,1.194261162
2140,1.195327412
2141,1.196393663
2142,1.197459914
2143,1.198526164
2144,1.199592415
2145,1.200658665
2146,1.201724916
2147,1.202791167
2148,1.203857417
2149,1.204923668
2150,1.205989918
2151,1.207056169
2152,1.20812242
2153,1.20918867
2154,1.210254921
2155,1.211321171
2156,1.212387422
2157,1.213453673
2158,1.214519923
2159,1.215586174
2160,1.216652424
2161,1.217718675
2162,1.218784926
2163,1.219851176
2164,1.220917427
2165,1.221983677
2166,1.223049928
2167,1.224116179
2168,1.225182429
2169,1.22624868
2170,1.22731493
2171,1.228381181
2172,1.229447432
2173,1.230513682
2174,1.231579933
2175,1.232646183
2176,1.233712434
2177,1.234778685
2178,1.235844935
2179,1.236911186
2180,1.237977436
2181,1.239043687
2182,1.240109938
2183,1.241176188
2184,1.242242439
2185,1.243308689
2186,1.24437494
2187,1.245441191
2188,1.246507441
2189,1.247573692
2190,1.248639942
2191,1.249706193
2192,1.250772444
2193,1.251838694
2194,1.252904945
2195,1.253971195
2196,1.255037446
2197,1.256103697
2198,1.257169947
2199,1.258236198
2200,1.259302448
2201,1.260368699
2202,1.26143495
2203,1.2625012
2204,1.263567451
2205,1.264633701
2206,1.265699952
2207,1.266766203
2208,1.267832453
2209,1.268898704
2210,1.269964954
2211,1.271031205
2212,1.272097456
2213,1.273163706
2214,1.274229957
2215,1.275296207
2216,1.276362458
2217,1.277428709
2218,1.278494959
2219,1.27956121
2220,1.28062746
2221,1.281693711
2222,1.282759962
2223,1.283826212
2224,1.284892463
2225,1.285958713
2226,1.287024964
2227,1.288091215
2228,1.289157465
2229,1.290223716
2230,1.291289966
2231,1.292356217
2232,1.293422468
2233,1.294488718
2234,1.295554969
2235,1.296621219
2236,1.29768747
2237,1.298753721
2238,1.299819971
2239,1.300886222
2240,1.301952472
2241,1.303018723
2242,1.304084974
2243,1.305151224
2244,1.306217475
2245,1.307283725
2246,1.308349976
2247,1.309416227
2248,1.310482477
2249,1.311548728
2250,1.312614978
2251,1.313681229
2252,1.31474748
2253,1.31581373
2254,1.316879981
2255,1.317946231
2256,1.319012482
2257,1.320078733
2258,1.321144983
2259,1.322211234
2260,1.323277484
2261,1.324343735
2262,1.325409986
2263,1.326476236
2264,1.327542487
2265,1.328608737
2266,1.329674988
2267,1.330741239
2268,1.331807489
2269,1.33287374
2270,1.33393999
2271,1.335006241
2272,1.336072492
2273,1.337138742
2274,1.338204993
2275,1.339271243
2276,1.340337494
2277,1.341403745
2278,1.342469995
2279,1.343536246
2280,1.344602496
2281,1.345668747
2282,1.346734998
2283,1.347801248
2284,1.348867499
2285,1.349933749
2286,1.351
2287,1.350943867
2288,1.350887734
2289,1.350831601
2290,1.350775468
2291,1.350719335
2292,1.350663202
2293,1.350607069
2294,1.350550936
2295,1.350494802
2296,1.350438669
2297,1.350382536
2298,1.350326403
2299,1.35027027
2300,1.350214137
2301,1.350158004
2302,1.350101871
2303,1.350045738
2304,1.349989605
2305,1.349933472
2306,1.349877339
2307,1.349821206
2308,1.349765073
2309,1.34970894
2310,1.349652807
2311,1.349596674
2312,1.349540541
2313,1.349484407
2314,1.349428274
2315,1.349372141
2316,1.349316008
2317,1.349259875
2318,1.349203742
2319,1.349147609
2320,1.349091476
2321,1.349035343
2322,1.34897921
2323,1.348923077
2324,1.348866944
2325,1.348810811
2326,1.348754678
2327,1.348698545
2328,1.348642412
2329,1.348586279
2330,1.348530146
2331,1.348474012
2332,1.348417879
2333,1.348361746
2334,1.348305613
2335,1.34824948
2336,1.348193347
2337,1.348137214
2338,1.348081081
2339,1.348024948
2340,1.347968815
2341,1.347912682
2342,1.347856549
2343,1.347800416
2344,1.347744283
2345,1.34768815
2346,1.347632017
2347,1.347575884
2348,1.347519751
2349,1.347463617
2350,1.347407484
2351,1.347351351
2352,1.347295218
2353,1.347239085
2354,1.347182952
2355,1.347126819
2356,1.347070686
2357,1.347014553
2358,1.34695842
2359,1.346902287
2360,1.346846154
2361,1.346790021
2362,1.346733888
2363,1.346677755
2364,1.346621622
2365,1.346565489
2366,1.346509356
2367,1.346453222
2368,1.346397089
2369,1.346340956
2370,1.346284823
2371,1.34622869
2372,1.346172557
2373,1.346116424
2374,1.346060291
2375,1.346004158
2376,1.345948025
2377,1.345891892
2378,1.345835759
2379,1.345779626
2380,1.345723493
2381,1.34566736
2382,1.345611227
2383,1.345555094
2384,1.34549896
2385,1.345442827
2386,1.345386694
2387,1.345330561
2388,1.345274428
2389,1.345218295
2390,1.345162162
2391,1.345106029
2392,1.345049896
2393,1.344993763
2394,1.34493763
2395,1.344881497
2396,1.344825364
2397,1.344769231
2398,1.344713098
2399,1.344656965
2400,1.344600832
2401,1.344544699
2402,1.344488565
2403,1.344432432
2404,1.344376299
2405,1.344320166
2406,1.344264033
2407,1.3442079
2408,1.344151767
2409,1.344095634
2410,1.344039501
2411,1.343983368
2412,1.343927235
2413,1.343871102
2414,1.343814969
2415,1.343758836
2416,1.343702703
2417,1.34364657
2418,1.343590437
2419,1.343534304
2420,1.34347817
2421,1.343422037
2422,1.343365904
2423,1.343309771
2424,1.343253638
2425,1.343197505
2426,1.343141372
2427,1.343085239
2428,1.343029106
2429,1.342972973
2430,1.34291684
2431,1.342860707
2432,1.342804574
2433,1.342748441
2434,1.342692308
2435,1.342636175
2436,1.342580042
2437,1.342523909
2438,1.342467775
2439,1.342411642
2440,1.342355509
2441,1.342299376
2442,1.342243243
2443,1.34218711
2444,1.342130977
2445,1.342074844
2446,1.342018711
2447,1.341962578
2448,1.341906445
2449,1.341850312
2450,1.341794179
2451,1.341738046
2452,1.341681913
2453,1.34162578
2454,1.341569647
2455,1.341513514
2456,1.34145738
2457,1.341401247
2458,1.341345114
2459,1.341288981
2460,1.341232848
2461,1.341176715
2462,1.341120582
2463,1.341064449
2464,1.341008316
2465,1.340952183
2466,1.34089605
2467,1.340839917
2468,1.340783784
2469,1.340727651
2470,1.340671518
2471,1.340615385
2472,1.340559252
2473,1.340503119
2474,1.340446985
2475,1.340390852
2476,1.340334719
2477,1.340278586
2478,1.340222453
2479,1.34016632
2480,1.340110187
2481,1.340054054
2482,1.339997921
2483,1.339941788
2484,1.339885655
2485,1.339829522
2486,1.339773389
2487,1.339717256
2488,1.339661123
2489,1.33960499
2490,1.339548857
2491,1.339492723
2492,1.33943659
2493,1.339380457
2494,1.339324324
2495,1.339268191
2496,1.339212058
2497,1.339155925
2498,1.339099792
2499,1.339043659
2500,1.338987526
2501,1.338931393
2502,1.33887526
2503,1.338819127
2504,1.338762994
2505,1.338706861
2506,1.338650728
2507,1.338594595
2508,1.338538462
2509,1.338482328
2510,1.338426195
2511,1.338370062
2512,1.338313929
2513,1.338257796
2514,1.338201663
2515,1.33814553
2516,1.338089397
2517,1.338033264
2518,1.337977131
2519,1.337920998
2520,1.337864865
2521,1.337808732
2522,1.337752599
2523,1.337696466
2524,1.337640333
2525,1.3375842
2526,1.337528067
2527,1.337471933
2528,1.3374158
2529,1.337359667
2530,1.337303534
2531,1.337247401
2532,1.337191268
2533,1.337135135
2534,1.337079002
2535,1.337022869
2536,1.336966736
2537,1.336910603
2538,1.33685447
2539,1.336798337
2540,1.336742204
2541,1.336686071
2542,1.336629938
2543,1.336573805
2544,1.336517672
2545,1.336461538
2546,1.336405405
2547,1.336349272
2548,1.336293139
2549,1.336237006
2550,1.336180873
2551,1.33612474
2552,1.336068607
2553,1.336012474
2554,1.335956341
2555,1.335900208
2556,1.335844075
2557,1.335787942
2558,1.335731809
2559,1.335675676
2560,1.335619543
2561,1.33556341
2562,1.335507277
2563,1.335451143
2564,1.33539501
2565,1.335338877
2566,1.335282744
2567,1.335226611
2568,1.335170478
2569,1.335114345
2570,1.335058212
2571,1.335002079
2572,1.334945946
2573,1.334889813
2574,1.33483368
2575,1.334777547
2576,1.334721414
2577,1.334665281
2578,1.334609148
2579,1.334553015
2580,1.334496881
2581,1.334440748
2582,1.334384615
2583,1.334328482
2584,1.334272349
2585,1.334216216
2586,1.334160083
2587,1.33410395
2588,1.334047817
2589,1.333991684
2590,1.333935551
2591,1.333879418
2592,1.333823285
2593,1.333767152
2594,1.333711019
2595,1.333654886
2596,1.333598753
2597,1.33354262
2598,1.333486486
2599,1.333430353
2600,1.33337422
2601,1.333318087
2602,1.333261954
2603,1.333205821
2604,1.333149688
2605,1.333093555
2606,1.333037422
2607,1.332981289
2608,1.332925156
2609,1.332869023
2610,1.33281289
2611,1.332756757
2612,1.332700624
2613,1.332644491
2614,1.332588358
2615,1.332532225
2616,1.332476091
2617,1.332419958
2618,1.332363825
2619,1.332307692
2620,1.332251559
2621,1.332195426
2622,1.332139293
2623,1.33208316
2624,1.332027027
2625,1.331970894
2626,1.331914761
2627,1.331858628
2628,1.331802495
2629,1.331746362
2630,1.331690229
2631,1.331634096
2632,1.331577963
2633,1.33152183
2634,1.331465696
2635,1.331409563
2636,1.33135343
2637,1.331297297
2638,1.331241164
2639,1.331185031
2640,1.331128898
2641,1.331072765
2642,1.331016632
2643,1.330960499
2644,1.330904366
2645,1.330848233
2646,1.3307921
2647,1.330735967
2648,1.330679834
2649,1.330623701
2650,1.330567568
2651,1.330511435
2652,1.330455301
2653,1.330399168
2654,1.330343035
2655,1.330286902
2656,1.330230769
2657,1.330174636
2658,1.330118503
2659,1.33006237
2660,1.330006237
2661,1.329950104
2662,1.329893971
2663,1.329837838
2664,1.329781705
2665,1.329725572
2666,1.329669439
2667,1.329613306
2668,1.329557173
2669,1.32950104
2670,1.329444906
2671,1.329388773
2672,1.32933264
2673,1.329276507
2674,1.329220374
2675,1.329164241
2676,1.329108108
2677,1.329051975
2678,1.328995842
2679,1.328939709
2680,1.328883576
2681,1.328827443
2682,1.32877131
2683,1.328715177
2684,1.328659044
2685,1.328602911
2686,1.328546778
2687,1.328490644
2688,1.328434511
2689,1.328378378
2690,1.328322245
2691,1.328266112
2692,1.328209979
2693,1.328153846
2694,1.328097713
2695,1.32804158
2696,1.327985447
2697,1.327929314
2698,1.327873181
2699,1.327817048
2700,1.327760915
2701,1.327704782
2702,1.327648649
2703,1.327592516
2704,1.327536383
2705,1.327480249
2706,1.327424116
2707,1.327367983
2708,1.32731185
2709,1.327255717
2710,1.327199584
2711,1.327143451
2712,1.327087318
2713,1.327031185
2714,1.326975052
2715,1.326918919
2716,1.326862786
2717,1.326806653
2718,1.32675052
2719,1.326694387
2720,1.326638254
2721,1.326582121
2722,1.326525988
2723,1.326469854
2724,1.326413721
2725,1.326357588
2726,1.326301455
2727,1.326245322
2728,1.326189189
2729,1.326133056
2730,1.326076923
2731,1.32602079
2732,1.325964657
2733,1.325908524
2734,1.325852391
2735,1.325796258
2736,1.325740125
2737,1.325683992
2738,1.325627859
2739,1.325571726
2740,1.325515593
2741,1.325459459
2742,1.325403326
2743,1.325347193
2744,1.32529106
2745,1.325234927
2746,1.325178794
2747,1.325122661
2748,1.325066528
2749,1.325010395
2750,1.324954262
2751,1.324898129
2752,1.324841996
2753,1.324785863
2754,1.32472973
2755,1.324673597
2756,1.324617464
2757,1.324561331
2758,1.324505198
2759,1.324449064
2760,1.324392931
2761,1.324336798
2762,1.324280665
2763,1.324224532
2764,1.324168399
2765,1.324112266
2766,1.324056133
2767,1.324
2768,1.323943867
2769,1.323887734
2770,1.323831601
2771,1.323775468
2772,1.323719335
2773,1.323663202
2774,1.323607069
2775,1.323550936
2776,1.323494802
2777,1.323438669
2778,1.323382536
2779,1.323326403
2780,1.32327027
2781,1.323214137
2782,1.323158004
2783,1.323101871
2784,1.323045738
2785,1.322989605
2786,1.322933472
2787,1.322877339
2788,1.322821206
2789,1.322765073
2790,1.32270894
2791,1.322652807
2792,1.322596674
2793,1.322540541
2794,1.322484407
2795,1.322428274
2796,1.322372141
2797,1.322316008
2798,1.322259875
2799,1.322203742
2800,1.322147609
2801,1.322091476
2802,1.322035343
2803,1.32197921
2804,1.321923077
2805,1.321866944
2806,1.321810811
2807,1.321754678
2808,1.321698545
2809,1.321642412
2810,1.321586279
2811,1.321530146
2812,1.321474012
2813,1.321417879
2814,1.321361746
2815,1.321305613
2816,1.32124948
2817,1.321193347
2818,1.321137214
2819,1.321081081
2820,1.321024948
2821,1.320968815
2822,1.320912682
2823,1.320856549
2824,1.320800416
2825,1.320744283
2826,1.32068815
2827,1.320632017
2828,1.320575884
2829,1.320519751
2830,1.320463617
2831,1.320407484
2832,1.320351351
2833,1.320295218
2834,1.320239085
2835,1.320182952
2836,1.320126819
2837,1.320070686
2838,1.320014553
2839,1.31995842
2840,1.319902287
2841,1.319846154
2842,1.319790021
2843,1.319733888
2844,1.319677755
2845,1.319621622
2846,1.319565489
2847,1.319509356
2848,1.319453222
2849,1.319397089
2850,1.319340956
2851,1.319284823
2852,1.31922869
2853,1.319172557
2854,1.319116424
2855,1.319060291
2856,1.319004158
2857,1.318948025
2858,1.318891892
2859,1.318835759
2860,1.318779626
2861,1.318723493
2862,1.31866736
2863,1.318611227
2864,1.318555094
2865,1.31849896
2866,1.318442827
2867,1.318386694
2868,1.318330561
2869,1.318274428
2870,1.318218295
2871,1.318162162
2872,1.318106029
2873,1.318049896
2874,1.317993763
2875,1.31793763
2876,1.317881497
2877,1.317825364
2878,1.317769231
2879,1.317713098
2880,1.317656965
2881,1.317600832
2882,1.317544699
2883,1.317488565
2884,1.317432432
2885,1.317376299
2886,1.317320166
2887,1.317264033
2888,1.3172079
2889,1.317151767
2890,1.317095634
2891,1.317039501
2892,1.316983368
2893,1.316927235
2894,1.316871102
2895,1.316814969
2896,1.316758836
2897,1.316702703
2898,1.31664657
2899,1.316590437
2900,1.316534304
2901,1.31647817
2902,1.316422037
2903,1.316365904
2904,1.316309771
2905,1.316253638
2906,1.316197505
2907,1.316141372
2908,1.316085239
2909,1.316029106
2910,1.315972973
2911,1.31591684
2912,1.315860707
2913,1.315804574
2914,1.315748441
2915,1.315692308
2916,1.315636175
2917,1.315580042
2918,1.315523909
2919,1.315467775
2920,1.315411642
2921,1.315355509
2922,1.315299376
2923,1.315243243
2924,1.31518711
2925,1.315130977
2926,1.315074844
2927,1.315018711
2928,1.314962578
2929,1.314906445
2930,1.314850312
2931,1.314794179
2932,1.314738046
2933,1.314681913
2934,1.31462578
2935,1.314569647
2936,1.314513514
2937,1.31445738
2938,1.314401247
2939,1.314345114
2940,1.314288981
2941,1.314232848
2942,1.314176715
2943,1.314120582
2944,1.314064449
2945,1.314008316
2946,1.313952183
2947,1.31389605
2948,1.313839917
2949,1.313783784
2950,1.313727651
2951,1.313671518
2952,1.313615385
2953,1.313559252
2954,1.313503119
2955,1.313446985
2956,1.313390852
2957,1.313334719
2958,1.313278586
2959,1.313222453
2960,1.31316632
2961,1.313110187
2962,1.313054054
2963,1.312997921
2964,1.312941788
2965,1.312885655
2966,1.312829522
2967,1.312773389
2968,1.312717256
2969,1.312661123
2970,1.31260499
2971,1.312548857
2972,1.312492723
2973,1.31243659
2974,1.312380457
2975,1.312324324
2976,1.312268191
2977,1.312212058
2978,1.312155925
2979,1.312099792
2980,1.312043659
2981,1.311987526
2982,1.311931393
2983,1.31187526
2984,1.311819127
2985,1.311762994
2986,1.311706861
2987,1.311650728
2988,1.311594595
2989,1.311538462
2990,1.311482328
2991,1.311426195
2992,1.311370062
2993,1.311313929
2994,1.311257796
2995,1.311201663
2996,1.31114553
2997,1.311089397
2998,1.311033264
2999,1.310977131
3000,1.310920998
3001,1.310864865
3002,1.310808732
3003,1.310752599
3004,1.310696466
3005,1.310640333
3006,1.3105842
3007,1.310528067
3008,1.310471933
3009,1.3104158
3010,1.310359667
3011,1.310303534
3012,1.310247401
3013,1.310191268
3014,1.310135135
3015,1.310079002
3016,1.310022869
3017,1.309966736
3018,1.309910603
3019,1.30985447
3020,1.309798337
3021,1.309742204
3022,1.309686071
3023,1.309629938
3024,1.309573805
3025,1.309517672
3026,1.309461538
3027,1.309405405
3028,1.309349272
3029,1.309293139
3030,1.309237006
3031,1.309180873
3032,1.30912474
3033,1.309068607
3034,1.309012474
3035,1.308956341
3036,1.308900208
3037,1.308844075
3038,1.308787942
3039,1.308731809
3040,1.308675676
3041,1.308619543
3042,1.30856341
3043,1.308507277
3044,1.308451143
3045,1.30839501
3046,1.308338877
3047,1.308282744
3048,1.308226611
3049,1.308170478
3050,1.308114345
3051,1.308058212
3052,1.308002079
3053,1.307945946
3054,1.307889813
3055,1.30783368
3056,1.307777547
3057,1.307721414
3058,1.307665281
3059,1.307609148
3060,1.307553015
3061,1.307496881
3062,1.307440748
3063,1.307384615
3064,1.307328482
3065,1.307272349
3066,1.307216216
3067,1.307160083
3068,1.30710395
3069,1.307047817
3070,1.306991684
3071,1.306935551
3072,1.306879418
3073,1.306823285
3074,1.306767152
3075,1.306711019
3076,1.306654886
3077,1.306598753
3078,1.30654262
3079,1.306486486
3080,1.306430353
3081,1.30637422
3082,1.306318087
3083,1.306261954
3084,1.306205821
3085,1.306149688
3086,1.306093555
3087,1.306037422
3088,1.305981289
3089,1.305925156
3090,1.305869023
3091,1.30581289
3092,1.305756757
3093,1.305700624
3094,1.305644491
3095,1.305588358
3096,1.305532225
3097,1.305476091
3098,1.305419958
3099,1.305363825
3100,1.305307692
3101,1.305251559
3102,1.305195426
3103,1.305139293
