Cal_yrs_BP,RSL
4658,1.217852391
4659,1.217796258
4660,1.217740125
4661,1.217683992
4662,1.217627859
4663,1.217571726
4664,1.217515593
4665,1.217459459
4666,1.217403326
4667,1.217347193
4668,1.21729106
4669,1.217234927
4670,1.217178794
4671,1.217122661
4672,1.217066528
4673,1.217010395
4674,1.216954262
4675,1.216898129
4676,1.216841996
4677,1.216785863
4678,1.21672973
4679,1.216673597
4680,1.216617464
4681,1.216561331
4682,1.216505198
4683,1.216449064
4684,1.216392931
4685,1.216336798
4686,1.216280665
4687,1.216224532
4688,1.216168399
4689,1.216112266
4690,1.216056133
4691,1.216
4692,1.21473644
4693,1.21347288
4694,1.21220932
4695,1.21094576
4696,1.2096822
4697,1.20841864
4698,1.20715508
4699,1.20589152
4700,1.20462796
4701,1.2033644
4702,1.20210084
4703,1.20083728
4704,1.19957372
4705,1.19831016
4706,1.1970466
4707,1.19578304
4708,1.194519481
4709,1.193255921
4710,1.191992361
4711,1.190728801
4712,1.189465241
4713,1.188201681
4714,1.186938121
4715,1.185674561
4716,1.184411001
4717,1.183147441
4718,1.181883881
4719,1.180620321
4720,1.179356761
4721,1.178093201
4722,1.176829641
4723,1.175566081
4724,1.174302521
4725,1.173038961
4726,1.171775401
4727,1.170511841
4728,1.169248281
4729,1.167984721
4730,1.166721161
4731,1.165457601
4732,1.164194041
4733,1.162930481
4734,1.161666921
4735,1.160403361
4736,1.159139801
4737,1.157876241
4738,1.156612681
4739,1.155349121
4740,1.154085561
4741,1.152822002
4742,1.151558442
4743,1.150294882
4744,1.149031322
4745,1.147767762
4746,1.146504202
4747,1.145240642
4748,1.143977082
4749,1.142713522
4750,1.141449962
4751,1.140186402
4752,1.138922842
4753,1.137659282
4754,1.136395722
4755,1.135132162
4756,1.133868602
4757,1.132605042
4758,1.131341482
4759,1.130077922
4760,1.128814362
4761,1.127550802
4762,1.126287242
4763,1.125023682
4764,1.123760122
4765,1.122496562
4766,1.121233002
4767,1.119969442
4768,1.118705882
4769,1.117442322
4770,1.116178762
4771,1.114915202
4772,1.113651642
4773,1.112388083
4774,1.111124523
4775,1.109860963
4776,1.108597403
4777,1.107333843
4778,1.106070283
4779,1.104806723
4780,1.103543163
4781,1.102279603
4782,1.101016043
4783,1.099752483
4784,1.098488923
4785,1.097225363
4786,1.095961803
4787,1.094698243
4788,1.093434683
4789,1.092171123
4790,1.090907563
4791,1.089644003
4792,1.088380443
4793,1.087116883
4794,1.085853323
4795,1.084589763
4796,1.083326203
4797,1.082062643
4798,1.080799083
4799,1.079535523
4800,1.078271963
4801,1.077008403
4802,1.075744843
4803,1.074481283
4804,1.073217723
4805,1.071954163
4806,1.070690604
4807,1.069427044
4808,1.068163484
4809,1.066899924
4810,1.065636364
4811,1.064372804
4812,1.063109244
4813,1.061845684
4814,1.060582124
4815,1.059318564
4816,1.058055004
4817,1.056791444
4818,1.055527884
4819,1.054264324
4820,1.053000764
4821,1.051737204
4822,1.050473644
4823,1.049210084
4824,1.047946524
4825,1.046682964
4826,1.045419404
4827,1.044155844
4828,1.042892284
4829,1.041628724
4830,1.040365164
4831,1.039101604
4832,1.037838044
4833,1.036574484
4834,1.035310924
4835,1.034047364
4836,1.032783804
4837,1.031520244
4838,1.030256684
4839,1.028993125
4840,1.027729565
4841,1.026466005
4842,1.025202445
4843,1.023938885
4844,1.022675325
4845,1.021411765
4846,1.020148205
4847,1.018884645
4848,1.017621085
4849,1.016357525
4850,1.015093965
4851,1.013830405
4852,1.012566845
4853,1.011303285
4854,1.010039725
4855,1.008776165
4856,1.007512605
4857,1.006249045
4858,1.004985485
4859,1.003721925
4860,1.002458365
4861,1.001194805
4862,0.999931245
4863,0.998667685
4864,0.997404125
4865,0.996140565
4866,0.994877005
4867,0.993613445
4868,0.992349885
4869,0.991086325
4870,0.989822765
4871,0.988559206
4872,0.987295646
4873,0.986032086
4874,0.984768526
4875,0.983504966
4876,0.982241406
4877,0.980977846
4878,0.979714286
4879,0.978450726
4880,0.977187166
4881,0.975923606
4882,0.974660046
4883,0.973396486
4884,0.972132926
4885,0.970869366
4886,0.969605806
4887,0.968342246
4888,0.967078686
4889,0.965815126
4890,0.964551566
4891,0.963288006
4892,0.962024446
4893,0.960760886
4894,0.959497326
4895,0.958233766
4896,0.956970206
4897,0.955706646
4898,0.954443086
4899,0.953179526
4900,0.951915966
4901,0.950652406
4902,0.949388846
4903,0.948125286
4904,0.946861727
4905,0.945598167
4906,0.944334607
4907,0.943071047
4908,0.941807487
4909,0.940543927
4910,0.939280367
4911,0.938016807
4912,0.936753247
4913,0.935489687
4914,0.934226127
4915,0.932962567
4916,0.931699007
4917,0.930435447
4918,0.929171887
4919,0.927908327
4920,0.926644767
4921,0.925381207
4922,0.924117647
4923,0.922854087
4924,0.921590527
4925,0.920326967
4926,0.919063407
4927,0.917799847
4928,0.916536287
4929,0.915272727
4930,0.914009167
4931,0.912745607
4932,0.911482047
4933,0.910218487
4934,0.908954927
4935,0.907691367
4936,0.906427807
4937,0.905164248
4938,0.903900688
4939,0.902637128
4940,0.901373568
4941,0.900110008
4942,0.898846448
4943,0.897582888
4944,0.896319328
4945,0.895055768
4946,0.893792208
4947,0.892528648
4948,0.891265088
4949,0.890001528
4950,0.888737968
4951,0.887474408
4952,0.886210848
4953,0.884947288
4954,0.883683728
4955,0.882420168
4956,0.881156608
4957,0.879893048
4958,0.878629488
4959,0.877365928
4960,0.876102368
4961,0.874838808
4962,0.873575248
4963,0.872311688
4964,0.871048128
4965,0.869784568
4966,0.868521008
4967,0.867257448
4968,0.865993888
4969,0.864730328
4970,0.863466769
4971,0.862203209
4972,0.860939649
4973,0.859676089
4974,0.858412529
4975,0.857148969
4976,0.855885409
4977,0.854621849
4978,0.853358289
4979,0.852094729
4980,0.850831169
4981,0.849567609
4982,0.848304049
4983,0.847040489
4984,0.845776929
4985,0.844513369
4986,0.843249809
4987,0.841986249
4988,0.840722689
4989,0.839459129
4990,0.838195569
4991,0.836932009
4992,0.835668449
4993,0.834404889
4994,0.833141329
4995,0.831877769
4996,0.830614209
4997,0.829350649
4998,0.828087089
4999,0.826823529
5000,0.825559969
5001,0.824296409
5002,0.82303285
5003,0.82176929
5004,0.82050573
5005,0.81924217
5006,0.81797861
5007,0.81671505
5008,0.81545149
5009,0.81418793
5010,0.81292437
5011,0.81166081
5012,0.81039725
5013,0.80913369
5014,0.80787013
5015,0.80660657
5016,0.80534301
5017,0.80407945
5018,0.80281589
5019,0.80155233
5020,0.80028877
5021,0.79902521
5022,0.79776165
5023,0.79649809
5024,0.79523453
5025,0.79397097
5026,0.79270741
5027,0.79144385
5028,0.79018029
5029,0.78891673
5030,0.78765317
5031,0.78638961
5032,0.78512605
5033,0.78386249
5034,0.78259893
5035,0.781335371
5036,0.780071811
5037,0.778808251
5038,0.777544691
5039,0.776281131
5040,0.775017571
5041,0.773754011
5042,0.772490451
5043,0.771226891
5044,0.769963331
5045,0.768699771
5046,0.767436211
5047,0.766172651
5048,0.764909091
5049,0.763645531
5050,0.762381971
5051,0.761118411
5052,0.759854851
5053,0.758591291
5054,0.757327731
5055,0.756064171
5056,0.754800611
5057,0.753537051
5058,0.752273491
5059,0.751009931
5060,0.749746371
5061,0.748482811
5062,0.747219251
5063,0.745955691
5064,0.744692131
5065,0.743428571
5066,0.742165011
5067,0.740901451
5068,0.739637892
5069,0.738374332
5070,0.737110772
5071,0.735847212
5072,0.734583652
5073,0.733320092
5074,0.732056532
5075,0.730792972
5076,0.729529412
5077,0.728265852
5078,0.727002292
5079,0.725738732
5080,0.724475172
5081,0.723211612
5082,0.721948052
5083,0.720684492
5084,0.719420932
5085,0.718157372
5086,0.716893812
5087,0.715630252
5088,0.714366692
5089,0.713103132
5090,0.711839572
5091,0.710576012
5092,0.709312452
5093,0.708048892
5094,0.706785332
5095,0.705521772
5096,0.704258212
5097,0.702994652
5098,0.701731092
5099,0.700467532
5100,0.699203972
5101,0.697940413
5102,0.696676853
5103,0.695413293
5104,0.694149733
5105,0.692886173
5106,0.691622613
5107,0.690359053
5108,0.689095493
5109,0.687831933
5110,0.686568373
5111,0.685304813
5112,0.684041253
5113,0.682777693
5114,0.681514133
5115,0.680250573
5116,0.678987013
5117,0.677723453
5118,0.676459893
5119,0.675196333
5120,0.673932773
5121,0.672669213
5122,0.671405653
5123,0.670142093
5124,0.668878533
5125,0.667614973
5126,0.666351413
5127,0.665087853
5128,0.663824293
5129,0.662560733
5130,0.661297173
5131,0.660033613
5132,0.658770053
5133,0.657506494
5134,0.656242934
5135,0.654979374
5136,0.653715814
5137,0.652452254
5138,0.651188694
5139,0.649925134
5140,0.648661574
5141,0.647398014
5142,0.646134454
5143,0.644870894
5144,0.643607334
5145,0.642343774
5146,0.641080214
5147,0.639816654
5148,0.638553094
5149,0.637289534
5150,0.636025974
5151,0.634762414
5152,0.633498854
5153,0.632235294
5154,0.630971734
5155,0.629708174
5156,0.628444614
5157,0.627181054
5158,0.625917494
5159,0.624653934
5160,0.623390374
5161,0.622126814
5162,0.620863254
5163,0.619599694
5164,0.618336134
5165,0.617072574
5166,0.615809015
5167,0.614545455
5168,0.613281895
5169,0.612018335
5170,0.610754775
5171,0.609491215
5172,0.608227655
5173,0.606964095
5174,0.605700535
5175,0.604436975
5176,0.603173415
5177,0.601909855
5178,0.600646295
5179,0.599382735
5180,0.598119175
5181,0.596855615
5182,0.595592055
5183,0.594328495
5184,0.593064935
5185,0.591801375
5186,0.590537815
5187,0.589274255
5188,0.588010695
5189,0.586747135
5190,0.585483575
5191,0.584220015
5192,0.582956455
5193,0.581692895
5194,0.580429335
5195,0.579165775
5196,0.577902215
5197,0.576638655
5198,0.575375095
5199,0.574111536
5200,0.572847976
5201,0.571584416
5202,0.570320856
5203,0.569057296
5204,0.567793736
5205,0.566530176
5206,0.565266616
5207,0.564003056
5208,0.562739496
5209,0.561475936
5210,0.560212376
5211,0.558948816
5212,0.557685256
5213,0.556421696
5214,0.555158136
5215,0.553894576
5216,0.552631016
5217,0.551367456
5218,0.550103896
5219,0.548840336
5220,0.547576776
5221,0.546313216
5222,0.545049656
5223,0.543786096
5224,0.542522536
5225,0.541258976
5226,0.539995416
5227,0.538731856
5228,0.537468296
5229,0.536204736
5230,0.534941176
5231,0.533677617
5232,0.532414057
5233,0.531150497
5234,0.529886937
5235,0.528623377
5236,0.527359817
5237,0.526096257
5238,0.524832697
5239,0.523569137
5240,0.522305577
5241,0.521042017
5242,0.519778457
5243,0.518514897
5244,0.517251337
5245,0.515987777
5246,0.514724217
5247,0.513460657
5248,0.512197097
5249,0.510933537
5250,0.509669977
5251,0.508406417
5252,0.507142857
5253,0.505879297
5254,0.504615737
5255,0.503352177
5256,0.502088617
5257,0.500825057
5258,0.499561497
5259,0.498297937
5260,0.497034377
5261,0.495770817
5262,0.494507257
5263,0.493243697
5264,0.491980138
5265,0.490716578
5266,0.489453018
5267,0.488189458
5268,0.486925898
5269,0.485662338
5270,0.484398778
5271,0.483135218
5272,0.481871658
5273,0.480608098
5274,0.479344538
5275,0.478080978
5276,0.476817418
5277,0.475553858
5278,0.474290298
5279,0.473026738
5280,0.471763178
5281,0.470499618
5282,0.469236058
5283,0.467972498
5284,0.466708938
5285,0.465445378
5286,0.464181818
5287,0.462918258
5288,0.461654698
5289,0.460391138
5290,0.459127578
5291,0.457864018
5292,0.456600458
5293,0.455336898
5294,0.454073338
5295,0.452809778
5296,0.451546218
5297,0.450282659
5298,0.449019099
5299,0.447755539
5300,0.446491979
5301,0.445228419
5302,0.443964859
5303,0.442701299
5304,0.441437739
5305,0.440174179
5306,0.438910619
5307,0.437647059
5308,0.436383499
5309,0.435119939
5310,0.433856379
5311,0.432592819
5312,0.431329259
5313,0.430065699
5314,0.428802139
5315,0.427538579
5316,0.426275019
5317,0.425011459
5318,0.423747899
5319,0.422484339
5320,0.421220779
5321,0.419957219
5322,0.418693659
5323,0.417430099
5324,0.416166539
5325,0.414902979
5326,0.413639419
5327,0.412375859
5328,0.411112299
5329,0.409848739
5330,0.40858518
5331,0.40732162
5332,0.40605806
5333,0.4047945
5334,0.40353094
5335,0.40226738
5336,0.40100382
5337,0.39974026
5338,0.3984767
5339,0.39721314
5340,0.39594958
5341,0.39468602
5342,0.39342246
5343,0.3921589
5344,0.39089534
5345,0.38963178
5346,0.38836822
5347,0.38710466
5348,0.3858411
5349,0.38457754
5350,0.38331398
5351,0.38205042
5352,0.38078686
5353,0.3795233
5354,0.37825974
5355,0.37699618
5356,0.37573262
5357,0.37446906
5358,0.3732055
5359,0.37194194
5360,0.37067838
5361,0.36941482
5362,0.368151261
5363,0.366887701
5364,0.365624141
5365,0.364360581
5366,0.363097021
5367,0.361833461
5368,0.360569901
5369,0.359306341
5370,0.358042781
5371,0.356779221
5372,0.355515661
5373,0.354252101
5374,0.352988541
5375,0.351724981
5376,0.350461421
5377,0.349197861
5378,0.347934301
5379,0.346670741
5380,0.345407181
5381,0.344143621
5382,0.342880061
5383,0.341616501
5384,0.340352941
5385,0.339089381
5386,0.337825821
5387,0.336562261
5388,0.335298701
5389,0.334035141
5390,0.332771581
5391,0.331508021
5392,0.330244461
5393,0.328980901
5394,0.327717341
5395,0.326453782
5396,0.325190222
5397,0.323926662
5398,0.322663102
5399,0.321399542
5400,0.320135982
5401,0.318872422
5402,0.317608862
5403,0.316345302
5404,0.315081742
5405,0.313818182
5406,0.312554622
5407,0.311291062
5408,0.310027502
5409,0.308763942
5410,0.307500382
5411,0.306236822
5412,0.304973262
5413,0.303709702
5414,0.302446142
5415,0.301182582
5416,0.299919022
5417,0.298655462
5418,0.297391902
5419,0.296128342
5420,0.294864782
5421,0.293601222
5422,0.292337662
5423,0.291074102
5424,0.289810542
5425,0.288546982
5426,0.287283422
5427,0.286019862
5428,0.284756303
5429,0.283492743
5430,0.282229183
5431,0.280965623
5432,0.279702063
5433,0.278438503
5434,0.277174943
5435,0.275911383
5436,0.274647823
5437,0.273384263
5438,0.272120703
5439,0.270857143
5440,0.269593583
5441,0.268330023
5442,0.267066463
5443,0.265802903
5444,0.264539343
5445,0.263275783
5446,0.262012223
5447,0.260748663
5448,0.259485103
5449,0.258221543
5450,0.256957983
5451,0.255694423
5452,0.254430863
5453,0.253167303
5454,0.251903743
5455,0.250640183
5456,0.249376623
5457,0.248113063
5458,0.246849503
5459,0.245585943
5460,0.244322383
5461,0.243058824
5462,0.241795264
5463,0.240531704
5464,0.239268144
5465,0.238004584
5466,0.236741024
5467,0.235477464
5468,0.234213904
5469,0.232950344
5470,0.231686784
5471,0.230423224
5472,0.229159664
5473,0.227896104
5474,0.226632544
5475,0.225368984
5476,0.224105424
5477,0.222841864
5478,0.221578304
5479,0.220314744
5480,0.219051184
5481,0.217787624
5482,0.216524064
5483,0.215260504
5484,0.213996944
5485,0.212733384
5486,0.211469824
5487,0.210206264
5488,0.208942704
5489,0.207679144
5490,0.206415584
5491,0.205152024
5492,0.203888464
5493,0.202624905
5494,0.201361345
5495,0.200097785
5496,0.198834225
5497,0.197570665
5498,0.196307105
5499,0.195043545
5500,0.193779985
5501,0.192516425
5502,0.191252865
5503,0.189989305
5504,0.188725745
5505,0.187462185
5506,0.186198625
5507,0.184935065
5508,0.183671505
5509,0.182407945
5510,0.181144385
5511,0.179880825
5512,0.178617265
5513,0.177353705
5514,0.176090145
5515,0.174826585
5516,0.173563025
5517,0.172299465
5518,0.171035905
5519,0.169772345
5520,0.168508785
5521,0.167245225
5522,0.165981665
5523,0.164718105
5524,0.163454545
5525,0.162190985
5526,0.160927426
5527,0.159663866
5528,0.158400306
5529,0.157136746
5530,0.155873186
5531,0.154609626
5532,0.153346066
5533,0.152082506
5534,0.150818946
5535,0.149555386
5536,0.148291826
5537,0.147028266
5538,0.145764706
5539,0.144501146
5540,0.143237586
5541,0.141974026
5542,0.140710466
5543,0.139446906
5544,0.138183346
5545,0.136919786
5546,0.135656226
5547,0.134392666
5548,0.133129106
5549,0.131865546
5550,0.130601986
5551,0.129338426
5552,0.128074866
5553,0.126811306
5554,0.125547746
5555,0.124284186
5556,0.123020626
5557,0.121757066
5558,0.120493506
5559,0.119229947
5560,0.117966387
5561,0.116702827
5562,0.115439267
5563,0.114175707
5564,0.112912147
5565,0.111648587
5566,0.110385027
5567,0.109121467
5568,0.107857907
5569,0.106594347
5570,0.105330787
5571,0.104067227
5572,0.102803667
5573,0.101540107
5574,0.100276547
5575,0.099012987
5576,0.097749427
5577,0.096485867
5578,0.095222307
5579,0.093958747
5580,0.092695187
5581,0.091431627
5582,0.090168067
5583,0.088904507
5584,0.087640947
5585,0.086377387
5586,0.085113827
5587,0.083850267
5588,0.082586707
5589,0.081323147
5590,0.080059587
5591,0.078796028
5592,0.077532468
5593,0.076268908
5594,0.075005348
5595,0.073741788
5596,0.072478228
5597,0.071214668
5598,0.069951108
5599,0.068687548
5600,0.067423988
5601,0.066160428
5602,0.064896868
5603,0.063633308
5604,0.062369748
5605,0.061106188
5606,0.059842628
5607,0.058579068
5608,0.057315508
5609,0.056051948
5610,0.054788388
5611,0.053524828
5612,0.052261268
5613,0.050997708
5614,0.049734148
5615,0.048470588
5616,0.047207028
5617,0.045943468
5618,0.044679908
5619,0.043416348
5620,0.042152788
5621,0.040889228
5622,0.039625668
5623,0.038362108
5624,0.037098549
5625,0.035834989
5626,0.034571429
5627,0.033307869
5628,0.032044309
5629,0.030780749
5630,0.029517189
5631,0.028253629
5632,0.026990069
5633,0.025726509
5634,0.024462949
5635,0.023199389
5636,0.021935829
5637,0.020672269
5638,0.019408709
5639,0.018145149
5640,0.016881589
5641,0.015618029
5642,0.014354469
5643,0.013090909
5644,0.011827349
5645,0.010563789
5646,0.009300229
5647,0.008036669
5648,0.006773109
5649,0.005509549
5650,0.004245989
5651,0.002982429
5652,0.001718869
5653,0.000455309
5654,-0.000808251
5655,-0.002071811
5656,-0.003335371
5657,-0.00459893
5658,-0.00586249
5659,-0.00712605
5660,-0.00838961
5661,-0.00965317
5662,-0.01091673
5663,-0.01218029
5664,-0.01344385
5665,-0.01470741
5666,-0.01597097
5667,-0.01723453
5668,-0.01849809
5669,-0.01976165
5670,-0.02102521
5671,-0.02228877
5672,-0.02355233
5673,-0.02481589
5674,-0.02607945
5675,-0.02734301
5676,-0.02860657
5677,-0.02987013
5678,-0.03113369
5679,-0.03239725
5680,-0.03366081
5681,-0.03492437
5682,-0.03618793
5683,-0.03745149
5684,-0.03871505
5685,-0.03997861
5686,-0.04124217
5687,-0.04250573
5688,-0.04376929
5689,-0.04503285
5690,-0.046296409
5691,-0.047559969
5692,-0.048823529
5693,-0.050087089
5694,-0.051350649
5695,-0.052614209
5696,-0.053877769
5697,-0.055141329
5698,-0.056404889
5699,-0.057668449
5700,-0.058932009
5701,-0.060195569
5702,-0.061459129
5703,-0.062722689
5704,-0.063986249
5705,-0.065249809
5706,-0.066513369
5707,-0.067776929
5708,-0.069040489
5709,-0.070304049
5710,-0.071567609
5711,-0.072831169
5712,-0.074094729
5713,-0.075358289
5714,-0.076621849
5715,-0.077885409
5716,-0.079148969
5717,-0.080412529
5718,-0.081676089
5719,-0.082939649
5720,-0.084203209
5721,-0.085466769
5722,-0.086730328
5723,-0.087993888
5724,-0.089257448
5725,-0.090521008
5726,-0.091784568
5727,-0.093048128
5728,-0.094311688
5729,-0.095575248
5730,-0.096838808
5731,-0.098102368
5732,-0.099365928
5733,-0.100629488
5734,-0.101893048
5735,-0.103156608
5736,-0.104420168
5737,-0.105683728
5738,-0.106947288
5739,-0.108210848
5740,-0.109474408
5741,-0.110737968
5742,-0.112001528
5743,-0.113265088
5744,-0.114528648
5745,-0.115792208
5746,-0.117055768
5747,-0.118319328
5748,-0.119582888
5749,-0.120846448
5750,-0.122110008
5751,-0.123373568
5752,-0.124637128
5753,-0.125900688
5754,-0.127164248
5755,-0.128427807
5756,-0.129691367
5757,-0.130954927
5758,-0.132218487
5759,-0.133482047
5760,-0.134745607
5761,-0.136009167
5762,-0.137272727
5763,-0.138536287
5764,-0.139799847
5765,-0.141063407
5766,-0.142326967
5767,-0.143590527
5768,-0.144854087
5769,-0.146117647
5770,-0.147381207
5771,-0.148644767
5772,-0.149908327
5773,-0.151171887
5774,-0.152435447
5775,-0.153699007
5776,-0.154962567
5777,-0.156226127
5778,-0.157489687
5779,-0.158753247
5780,-0.160016807
5781,-0.161280367
5782,-0.162543927
5783,-0.163807487
5784,-0.165071047
5785,-0.166334607
5786,-0.167598167
5787,-0.168861727
5788,-0.170125286
5789,-0.171388846
5790,-0.172652406
5791,-0.173915966
5792,-0.175179526
5793,-0.176443086
5794,-0.177706646
5795,-0.178970206
5796,-0.180233766
5797,-0.181497326
5798,-0.182760886
5799,-0.184024446
5800,-0.185288006
5801,-0.186551566
5802,-0.187815126
5803,-0.189078686
5804,-0.190342246
5805,-0.191605806
5806,-0.192869366
5807,-0.194132926
5808,-0.195396486
5809,-0.196660046
5810,-0.197923606
5811,-0.199187166
5812,-0.200450726
5813,-0.201714286
5814,-0.202977846
5815,-0.204241406
5816,-0.205504966
5817,-0.206768526
5818,-0.208032086
5819,-0.209295646
5820,-0.210559206
5821,-0.211822765
5822,-0.213086325
5823,-0.214349885
5824,-0.215613445
5825,-0.216877005
5826,-0.218140565
5827,-0.219404125
5828,-0.220667685
5829,-0.221931245
5830,-0.223194805
5831,-0.224458365
5832,-0.225721925
5833,-0.226985485
5834,-0.228249045
5835,-0.229512605
5836,-0.230776165
5837,-0.232039725
5838,-0.233303285
5839,-0.234566845
5840,-0.235830405
5841,-0.237093965
5842,-0.238357525
5843,-0.239621085
5844,-0.240884645
5845,-0.242148205
5846,-0.243411765
5847,-0.244675325
5848,-0.245938885
5849,-0.247202445
5850,-0.248466005
5851,-0.249729565
5852,-0.250993125
5853,-0.252256684
5854,-0.253520244
5855,-0.254783804
5856,-0.256047364
5857,-0.257310924
5858,-0.258574484
5859,-0.259838044
5860,-0.261101604
5861,-0.262365164
5862,-0.263628724
5863,-0.264892284
5864,-0.266155844
5865,-0.267419404
5866,-0.268682964
5867,-0.269946524
5868,-0.271210084
5869,-0.272473644
5870,-0.273737204
5871,-0.275000764
5872,-0.276264324
5873,-0.277527884
5874,-0.278791444
5875,-0.280055004
5876,-0.281318564
5877,-0.282582124
5878,-0.283845684
5879,-0.285109244
5880,-0.286372804
5881,-0.287636364
5882,-0.288899924
5883,-0.290163484
5884,-0.291427044
5885,-0.292690604
5886,-0.293954163
5887,-0.295217723
5888,-0.296481283
5889,-0.297744843
5890,-0.299008403
5891,-0.300271963
5892,-0.301535523
5893,-0.302799083
5894,-0.304062643
5895,-0.305326203
5896,-0.306589763
5897,-0.307853323
5898,-0.309116883
5899,-0.310380443
5900,-0.311644003
5901,-0.312907563
5902,-0.314171123
5903,-0.315434683
5904,-0.316698243
5905,-0.317961803
5906,-0.319225363
5907,-0.320488923
5908,-0.321752483
5909,-0.323016043
5910,-0.324279603
5911,-0.325543163
5912,-0.326806723
5913,-0.328070283
5914,-0.329333843
5915,-0.330597403
5916,-0.331860963
5917,-0.333124523
5918,-0.334388083
5919,-0.335651642
5920,-0.336915202
5921,-0.338178762
5922,-0.339442322
5923,-0.340705882
5924,-0.341969442
5925,-0.343233002
5926,-0.344496562
5927,-0.345760122
5928,-0.347023682
5929,-0.348287242
5930,-0.349550802
5931,-0.350814362
5932,-0.352077922
5933,-0.353341482
5934,-0.354605042
5935,-0.355868602
5936,-0.357132162
5937,-0.358395722
5938,-0.359659282
5939,-0.360922842
5940,-0.362186402
5941,-0.363449962
5942,-0.364713522
5943,-0.365977082
5944,-0.367240642
5945,-0.368504202
5946,-0.369767762
5947,-0.371031322
5948,-0.372294882
5949,-0.373558442
5950,-0.374822002
5951,-0.376085561
5952,-0.377349121
5953,-0.378612681
5954,-0.379876241
5955,-0.381139801
5956,-0.382403361
5957,-0.383666921
5958,-0.384930481
5959,-0.386194041
5960,-0.387457601
5961,-0.388721161
5962,-0.389984721
5963,-0.391248281
5964,-0.392511841
5965,-0.393775401
5966,-0.395038961
5967,-0.396302521
5968,-0.397566081
5969,-0.398829641
5970,-0.400093201
5971,-0.401356761
5972,-0.402620321
5973,-0.403883881
5974,-0.405147441
5975,-0.406411001
5976,-0.407674561
5977,-0.408938121
5978,-0.410201681
5979,-0.411465241
5980,-0.412728801
5981,-0.413992361
5982,-0.415255921
5983,-0.416519481
5984,-0.41778304
5985,-0.4190466
5986,-0.42031016
5987,-0.42157372
5988,-0.42283728
5989,-0.42410084
5990,-0.4253644
5991,-0.42662796
5992,-0.42789152
5993,-0.42915508
5994,-0.43041864
5995,-0.4316822
5996,-0.43294576
5997,-0.43420932
5998,-0.43547288
5999,-0.43673644
6000,-0.438
