"","DIST","LITTO","MANG","RAIN","UNKN","WETL","Cal_yrs_BP","Site"
"75",10.0125156445557,9.10921260270991,43.3694291777766,8.81536703488056,28.6934755400773,0,4858,"Finemui Swamp"
"76",8.24742268041237,10.3092783505155,23.7113402061856,46.3917525773196,11.340206185567,0,5000,"Ngofe Marsh"
"77",34.286061574259,16.7306256403133,5.41770129712271,3.59443643751411,27.2430498879994,12.7281251627915,534,"Finemui Swamp"
"78",19.5121951219512,41.4634146341463,2.4390243902439,2.4390243902439,31.7073170731707,2.4390243902439,1537,"Ngofe Marsh"
"79",41.025641025641,17.9487179487179,0,2.56410256410256,38.4615384615385,0,700,"Ngofe Marsh"
"80",0,14.5562216698348,9.79675391139055,0,60.8787834478725,14.7682409709022,5363,"Lotofoa Swamp"
"81",29.7872340425532,9.57446808510638,0,0,60.6382978723404,0,474,"Ngofe Marsh"
"82",4.30832683089957,6.10857206554453,56.4987180916286,0,33.0843830119273,0,4227,"Finemui Swamp"
"83",0,9.39353988134476,65.3702482970776,0,15.1065699846188,10.1296418369589,2605,"Lotofoa Swamp"
"84",9.52380952380952,33.3333333333333,4.76190476190476,0,52.3809523809524,0,1034,"Ngofe Marsh"
"85",3.45100294773168,16.9458623912575,10.7843842116615,0,54.0081961320009,14.8105543173485,4748,"Lotofoa Swamp"
"86",66.6666666666667,16.6666666666667,0,0,16.6666666666667,0,1982,"Ngofe Marsh"
"87",0,29.3453724604966,14.3224099011442,9.88557639915934,39.0752704911653,7.37137074803456,5984,"Lotofoa Swamp"
"88",11.9241192411924,3.2520325203252,51.4905149051491,17.3441734417344,15.9891598915989,0,6724,"Ngofe Marsh"
"89",11.3924050632911,0.949367088607595,50,14.2405063291139,22.7848101265823,0.632911392405063,7173,"Ngofe Marsh"
"90",17.7257525083612,6.35451505016722,33.1103678929766,19.7324414715719,21.4046822742475,1.67224080267559,4652,"Ngofe Marsh"
"91",11.3698630136986,5.75342465753425,35.3424657534247,31.5068493150685,15.7534246575342,0.273972602739726,5428,"Ngofe Marsh"
"92",25.0814332247557,3.90879478827362,0.325732899022801,15.3094462540717,48.5342019543974,6.84039087947883,4473,"Ngofe Marsh"
"93",8.26771653543307,1.18110236220472,13.7795275590551,11.4173228346457,61.4173228346457,3.93700787401575,7340,"Ngofe Marsh"
